jobTitle,company,location,description,remote
Enterprise Customer Success Manager EMEA,Canonical,"Santiago, Santiago Metropolitan Region, Chile","The role of an Enterprise Customer Success Manager at Canonical  Customer success is a new and strategic department at Canonical, with the objective to reduce risk and churn, facilitate the adoption of new products or services and support expansion within existing accounts. Customer Success Managers (CSM) are responsible for developing trust with their assigned customers and providing them with the best possible experience navigating Canonical's vast offering. By clearly understanding their customer's objectives, the CSM can align expectations, suggest a large range of additional services or product capacity to increase loyalty, alleviate any pain points, and help draw and deliver on an appropriate collaboration roadmap.  We are growing our Customer Success team to continue to offer thoughtful, smart, precise interactions across our product portfolio, from Ubuntu to open-source infrastructure and applications. To provide the appropriate level of focus for every customer, CSMs are specialized in one of the following segments:  Mass - SMEs or large businesses starting their journey with CanonicalFocus - Large companies with established ARRStep Growth - a selection of high-potential customers   All CSMs contribute to business support at the company level for all remaining, not-yet-assigned customers (Tech segment), including our Store customers.  Location:  This role will be based remotely in the EMEA region.  What your day will look like  Onboard new customers and introduce them to our products and support processes. Products include: Ubuntu Pro, MAAS, Landscape, Openstack, Ceph, Kubernetes, data applications and many more. Elaborate and coordinate complex projects in interaction with developers, IT managers and decision makers from various industries.Collaborate with Sales, Field Engineering and Support in developing and delivering engagement plans that fulfill the customer's objectives.Manage a portfolio of customers in a specific geographic region and identify growth opportunities or renewal risks in coordination with Sales. Experience running a disciplined, weekly customer and business review process with cross-functional teams, identifying and prioritizing blockers, and driving resolution through corporate product and engineering teamsServe as a customer advocate internally and influence Canonical products roadmaps, Canonical websites, documentation, processes and people to improve customer satisfaction and retention.Supporting customers through reactive ticket requests.Create campaigns targeting multiple customers through digital touch-points and activities.  What we are looking for in you  The ideal candidate would display impeccable customer facing skills with a passion for cloud and data centre infrastructure technologies. We are also looking for:  Minimum 5 years of work experience with a strong relation to IT and with exposure to projects related to at least one of these topics: Linux OS, data applications, storage, cloud computing, networking, security, migration, IoT. Excellent presentation skills with the ability to guide a conversation about complex softwares.Experience building and improving internal processes while maintaining timely delivery to customer-related projects.A true team player capable of interacting with all departments and at all levels both internally and externally.Knowledge of agile methodologies.  Additional skills that you might also bring  Experience with Salesforce, Jira and CRMs is a big plus!We at the Customer Success team strongly appreciate various languages! Therefore, if you possess proficiency (both written and spoken) in Spanish, Portuguese, German, French, or Italian, alongside an excellent command of English, please inform us!  What we offer you  We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.  Distributed work environment with twice-yearly team sprints in person - we've been working remotely since 2004!Personal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleagues from your team and othersPriority Pass for travel and travel upgrades for long haul company events  About Canonical  Canonical is a pioneering tech firm that is at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do.  Canonical has been a remote-first company since its inception in 2004. Work at Canonical is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical provides a unique window into the world of 21st-century digital business.  Canonical is an equal opportunity employer  We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.  ",True
Senior Data Analyst (4000 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Our Client  Our client is an education technology company that provides services to help universities grow and increase access to affordable, life-changing education.  Why our client is hiring for this position/mission  They are bringing on a Senior Data Analyst to support its next phase of growth and help our marketing analytics team to create tools and models to perform large scale advanced analytics. If you are excited to use insights to shape strategy, to dive deep into the tools, processes, and systems to democratize data and create a common source of truth, and to work in a cross-functional capacity, this role is for you.  Team  You will report into Director of Data & Analytics.  Responsibilities:  Create and maintain predictive retention/churn model using advanced analytics tools such as Python or R. Create and refine multi-channel attribution frameworks to accurately assess the contribution of different marketing channels to overall campaign success and customer journey analysis. Maintain, optimize, and run existing predictive conversion model to assist in planning of business for future terms and years. Conduct advanced statistical analyses and develop predictive models to inform business decisions. Perform data cleansing and validation to ensure accuracy and completeness and troubleshoot and resolve issues in the data pipeline and infrastructure. Collaborate with software developers and data scientists to optimize data architecture and ensure smooth data flows. Collaborate with cross-functional teams (e.g., Marketing, Finance, Operations) to identify key performance metrics and develop data-driven solutions.   Requirements  4+ years of experience as a Data Analyst or in a data-driven role, with expertise in statistical analysis, predictive modeling, and visualizationProficiency in SQL, Python, R, or other programming languages for data manipulation and analysisExperience leading advanced analytics solutions and building predictive model (commercial/marketing mix models, forecast models, etc.)Expert in advanced analytics who has a keen interest in extracting valuable data-driven insightsProficiency in one or more analytics and visualization tools (e.g., Looker, Tableau)Hands-on experience with cloud platforms (AWS, Azure, Google Cloud) and related data storage and processing tools. Innovative problem-solver who leverages marketing analytics to support strategic decision-making and challenge the status quoStrategic and innovative thinker who can deliver results that are aligned to business goals and objectivesExcellent written and oral communication and presentation skillsStrong cross-functional collaborator and team playerGrowth-mindset, high accountability, operates with urgency, thrives in fast-paced environment  Timezone  Overlap from 9 am to 1 pm PST and the rest of the day can be at any other time zone.   Recruitment Process  1 Screening (30 mins): Introductory call to assess basic fit and discuss the role.  2 - Technical Interview - 1 hour  3 - Cultural (30 min)  Please notice that changes can happen. Steps could be added/skipped depending on the candidate's performance/team's availability.  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  7607-4-20102024  ",True
Project Lead/Manager Cardiovascular and General Medicine,myGwork - LGBTQ+ Business Community,Chile,"This job is with Thermo Fisher Scientific, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ+ business community. Please do not contact the recruiter directly.    Work Schedule  Standard (Mon-Fri)  Environmental Conditions  Office  Job Description  Project Lead/Manager (Delivery)  At Thermo Fisher Scientific, you’ll discover meaningful work that makes a positive impact on a global scale. Join our colleagues in bringing our Mission to life - enabling our customers to make the world healthier, cleaner and safer. We provide our teams with the resources needed to achieve individual career goals while taking science a step beyond through research, development and delivery of life-changing therapies. With clinical trials conducted in 100+ countries and ongoing development of novel frameworks for clinical research through our PPD clinical research portfolio, our work spans laboratory, digital and decentralized clinical trial services. Your determination to deliver quality and accuracy will improve health outcomes that people and communities depend on – now and in the future.  Our Project Delivery colleagues within our PPD® clinical research services direct, coordinate and manage the technical and operational aspects of projects, securing the successful completion of clinical trials. This includes collaborating with functional area leads to identify and evaluate fundamental issues on the project and to ensure that solutions are implemented. Project Delivery is vital to helping our customers deliver life-changing therapies.  Through our global team, you may engage in diverse initiatives and projects, or be part of a virtual international project team gaining cross-cultural experience.  The therapeutic scope includes Cardiovascular & General Medicine- Dermatology, GI, (UC/CD, EOE, EE), Cardiovascular, Liver, Nephrology, Immunology, Rare Disease, Diabetes, Obesity, Dyslipidemia, Women's Health, Rheumatology, (RA, SLE, Gout), Cell and Gene Therapy, CAR-T in Autoimmune.  Discover Impactful Work  We are seeking a Project Manager/Lead in our Team. This role will be hired at Project Manager/Senior Project Manager level depending on experience).  The PL Is accountable for the overall delivery of the project (quality, time, cost) on behalf of the organization. Establishes and communicates customer expectations to the project team with minimal direction. Ensures that escalation pathways are adhered to internally and externally. Leads the cross-functional project team to meet or exceed deliverables. Manages project(s) of increasing complexity (such as but not limited to: multi-service, multi-region/country, therapeutic complexity, financial scope).  A Day In The Life  Serves as the primary contact and lead between the sponsor and the organization at the project level.On projects where the scope requires, ensures clear delineation in responsibilities and communication pathways for secondary project leads (such as lead in a specific region, lead for a specific vendor(s) or subset of delivery).Drives and owns the overall delivery of the cross-functional project (time, cost, quality).Ensures financial stewardship at a project level by demonstrating an intimate understanding of the contract, resource alignment to budget, management of Out of Scope activity, drive the Con Mod process/negotiations and team execution to timelines.Establishes, communicates and manages customer expectations to achieve optimal delivery during the project.Drives Risk Identification and Issue Resolution at project level (RBQM/RESOLVE).Ensures project team compliance with organization policies, SOPs, ICH- GCP, regulatory and project specific requirements.  Keys To Success  Education  Bachelor's degree or equivalent and relevant formal academic / vocational qualification  Experience  Previous experience that provides the knowledge, skills, and abilities to perform the job (comparable to 8+ years).5+ years of management responsibilityProven leadership skills  Years of experience refers to typical years of related experience needed to gain the required knowledge, skills, and abilities necessary to perform the essential functions of the job. Years of experience are not to be used as the only determining factor in establishing the job class or making employment selection decisions.  Knowledge, Skills, Abilities  Comprehensive therapeutic area knowledge, clinical development guidelines and directives and regulatory guidelines .Expert knowledge of the key principles of cross functional project management (Time, Quality, Cost).Excellent oral and written communication and presentation skills.Demonstrated leadership and interpersonal skills including the ability to lead, motivate and coordinate cross-functional project teams.Technical and systems competency, such as computer skills, to include effective use of systems and applications such as Microsoft Outlook, Word, Excel and PowerPoint, as well as organization systems (CTMS, Preclarus, Clarity).Proven flexibility and ability to effectively prioritize workload and resources for project team members in a frequently changing environment.Skilled in process improvement and strategic development, especially as it applies to clinical trials, clinical development and project management.Ability to coach, mentor and lead global and/or cross-functional teams with a cultural awareness.Strong financial acumen with an in-depth of knowledge and practical application of budgeting, forecasting and resource management.Excellent customer service, consultation and relationship building skills.Advanced negotiation and marketing skills with ability to influence others and drive results.Excellent judgment, decision making and problem-solving skills and proven ability to apply critical and analytical strategic thinking skills to manage complex/ambiguous situations.Proactive, solutions oriented and skilled at risk identification and management.  Work Environment  Requirements  Thermo Fisher Scientific values the health and wellbeing of our employees. We support and encourage individuals to create a healthy and balanced environment where they can thrive. Below is listed the working environment/requirements for this role:  Able to communicate, receive, and understand information and ideas with diverse groups of people in a comprehensible and reasonable manner.Able to work upright and stationary for typical working hours.Ability to use and learn standard office equipment and technology with proficiency.Able to perform successfully under pressure while prioritizing and handling multiple projects or activities. May require travel. (Recruiter will provide more details.)   Our Mission is to enable our customers to make the world healthier, cleaner and safer. Watch as our colleagues explain 5 reasons to work with us. As one team of 100,000+ colleagues, we share a common set of values - Integrity, Intensity, Innovation and Involvement - working together to accelerate research, solve complex scientific challenges, drive technological innovation and support patients in need. #StartYourStory with PPD, part of Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.",True
Ingeniero en Prevención Partime ,Edifplan,"Santiago Metropolitan Region, Chile","¡Atención! En Edifplan.cl estamos en la búsqueda de un Profesional Técnico o Ingeniero en Prevención con al menos 4 años de experiencia en la región metropolitana. El candidato ideal deberá tener conocimientos en: RIOHS, CPHS, Matriz de Riesgos, Elaboración de Procedimientos, Capacitación y Implementación de Planes de Emergencia y Seguridad (P.E.S.).",False
Inpector técnico de obras Civil Estructural,PAMIN - Passagem Mineração S/A,"Antofagasta, Antofagasta Region, Chile","Accede a tu cuentaRegístrateAccede a tu cuentaRegístrate  La oferta de empleo que buscas ya no existe  Aún tenemos muchas oportunidades, revisa las ofertas relacionadas o haz una nueva búsqueda.  Ofertas relacionadas  Inpector técnico de obras Civil Estructural B  Empresa Confidencial  20-10-2024  Importante empresa del rubro minero cercana a la segunda región se encuentra en búsqueda de Ingeniero civil para el cargo de ITO civil estructural B , en turnos 7x7. Oferta...  Soporte TI (Excluyente Antofagasta)  Empresa Confidencial  18-10-2024  Empresa que presta servicios a empresas mineras ubicada en la ciudad de Antofagasta, se encuentra en la búsqueda de profesional para el cargo de Soporte Informático , en turno 5x...  Prevencionista de riesgos 7x7 Mejillones  Empresa Confidencial  18-10-2024  Consultora CDO se encuentra en búsqueda de Prevencionista de Riesgos por período inicial de 30 días, para importante planta de procesamiento de molibdeno ubicada en Mejillones...  © Copyright 1999 - 2024. Trabajando.com  Todos los derechos reservados",False
ANALISTA CONTABLE - FACTURACION,Plastimar.cl,"Valparaíso, Valparaiso Region, Chile","Company Description: PLASTIMAR LTDA  Job Description: Empresa ubicada en centro de viña del mar, cercada a locomocion y metro, con mas de 20 años en el mercado requiere contratar ADMINISTRATIVO CONTABLE FACTURACION.  Experiencia en facturación a traves de ERP o directamente del servicio de impuestos internos SII.  Responsabilidades   Confeccionar documentos tributarios segun orden de compra y operaciones de la empresa Realizar seguimiento / coordinación a despachos realizados Ingreso de informacion al sistema ERP de la empresa. Garantizar de forma fluida y constante una comunicación, atención y consultas. Gestionar de forma ordenada sus labores bajo un SIG (Sistema de Gestión Integrado) Elaborar resúmenes de Gestión,  Requisitos   Titulo profesional o tecnico a fin. 3 años de experiencia en el rubro Manejo de plataforma de SII. Conocimientos de documentos tributarios. (Factura, guia de despacho , Notas de credito, etc) Conocimiento contable general. Manejo de Excel tablas dinámicas e informes de gestión. Manejo de sistemas de gestion ERP. Conocimiento de logistica y despacho.  Condiciones   Jornada de Lunes a viernes de 08:30 a 18:00 hrs. (Jueves y Viernes salida 17:30) Sueldo base + bono desempeño. Contrato Laboral indefinido Se integrará a un equipo de trabajo formado y especializado Contrato indefinido.  Enviar CV al Whatsapp +56988199722, y no al correo, gracias.  Saludos  Plastimar Ltda.",False
Contract Manager,Advantage Recruiting Group SpA,"Concepcion, Biobío Region, Chile","Nuestro cliente es una es una empresa europea de construcción y gestión de infraestructura. Tiene presencia en más de 50 países, y varios contratos en Chile en distintas disciplinas de construcción. Adjudicaron un importante proyecto de OO.CC. en zona sur, por lo que necesitan -entre otros- un Gerente de Contratos que se encargue de garantizar el cumplimiento de los requerimientos contractuales, tanto por parte de los recursos propios como de los distintos subcontratistas (incluyendo al Contratista Principal), proveedores de servicios, y suministradores.  Algunas responsabilidades del cargo incluyen:  La gestión y alcances del contrato con el cliente.Dar seguimiento a los hitos del contrato.Llevar la relación y comunicación con el cliente.Asegurar el cumplimiento de los plazos establecidos.Analizar los documentos contractuales.Monitorear los riesgos del proyecto.Asesorar técnicamente al departamento de proyecto y al Administrador de Obras sobre temas relacionados con el mandante.Desarrollar informes técnicos y contractuales.   El candidato debe ser Ingeniero Civil, Constructor Civil (o carrera afín), con al menos 8 años de experiencia desde la titulación, y 5 años en el cargo. Debe estar radicado (o estar dispuesto a radicarse) en Concepción, (o alrededores), y tener experiencia comprobable en OO.CC. de gran envergadura en la región del Bio Bio. Deebe manejarse bien con el MOP como contraparte, idealmente en la zona. Ideal manejo contratos DGOP y/o DGC.  Si tu perfil se ajusta al cargo, por favor presiona en APLICAR A ESTA OPORTUNIDAD, o bien presiona en REFERIR A ALGUIEN para presentar alguien que creas tenga un buen perfil para el cargo.",False
Guardia de Seguridad para Falabella Chillan media jornada 30 hrs,Falabella,"Chillán, Ñuble Region, Chile","Descripción Empresa  Somos más de 100 mil personas que, día a día, dedicamos nuestra pasión y energía a cumplir nuestro Propósito de “Simplificar y Disfrutar Más la Vida”. Propósito que hoy vive a través de nuestro ecosistema físico y digital en todas nuestras empresas (Falabella Retail, Sodimac, IKEA, Tottus, Mallplaza, Falabella Inmobiliario, falabella.com, Linio, Falabella Financiero, Banco Falabella, Falabella Soriana, Seguros Falabella, Fazil, Fpay y Falabella Corporativo) y países (Argentina, Brasil, Chile, China, Colombia, India, México, Perú y Uruguay).  Valoramos las distintas miradas porque entendemos que la diversidad es la clave de nuestra innovación. Queremos ir más allá de cualquier límite, desafiarnos constantemente, divertirnos haciendo lo que nos gusta y dejar huella en lo que hacemos. Y sabemos que existe una forma de hacerlo: como UN SOLO EQUIPO.  Conoce más oportunidades para vivir la #ExperienciaFalabella en https://muevete.falabella.com/  Funciones Del Cargo  Cuando nos preguntan por qué somos la empresa de retail líder en Chile y Latinoamérica la respuesta es simple, es porque nuestros equipos se componen de personas apasionadas con una misión clara: “Simplificar y disfrutar más la vida”  ¡Hoy nuestra Tienda de Chillan está incompleta y buscamos a nuestro próximo/a Guardia de Seguridad! Así que si estás en búsqueda de nuevas oportunidades laborales, sigue leyendo, porque esto podría ser para ti…  El objetivo principal de este cargo es resguardar los activos de la empresa, la seguridad de los clientes y del personal que se desempeña al interior de la tienda, conforme a procedimientos y normas vigentes.  ¿Te sumas al desafío?  Tus Funciones Serán   Prevenir y controlar la ocurrencia de robos al interior de la tienda, identificando a las personas que sean sorprendidas hurtando mercadería de la tienda, informando a guardias de puerta, y actuando según procedimiento establecido. Contactar a Carabineros para la toma de declaración del imputado Revisar periódicamente la vigencia y buen estado de extintores en las tiendas. Atender y canalizar requerimientos menores de los clientes, de acuerdo a los parámetros de servicio definidos. Monitorear la tienda a través de cámara, chequear las novedades del turno de noche. Activar o desactivar alarmas de salidas de emergencia, tablero de luces, alarma probadores, sensores de humo. En calidad de Inspector Técnico en Obra (ITO), debe estar presente cada vez que la tienda realiza remodelaciones o construcciones nuevas, supervisando el cumplimiento por parte de los trabajadores de la obra en cuanto a la utilización de elementos de seguridad.  ¿Qué te parece hasta ahora?  Postular Es Simple, Solo Debes   Contar con certificado que acredite Enseñanza Media Completa. Contar con experiencia previa como Guardia o cargos similares en Seguridad. Contar con conocimiento y experiencia en Prevención de Riesgos (requisito deseable). Conocer la Legislación Penal relacionada a Hurtos y Robos. Contar con Visa definitiva (para poder certificarse o re certificarse en curso OS10). Suma muchos puntos a tu postulación si tienes experiencia trabajando en Retail y/o Consumo Masivo.  ¿No logramos convencerte? ¡No te preocupes! Te mostramos algunos de nuestros muchos beneficios (al pasar a contrato indefinido*):   Seguro Complementario de Salud Descuento en compras con Tarjeta CMR Institucional Convenio con gimnasios y centros de entretenimiento Descuento en clínicas dentales, oftalmológicas, entre otros. Descuentos en centros educacionales ¡Oportunidades de crecimiento dentro de la empresa!  ¿Qué esperas? Postula aquí y tendrás la oportunidad de ser él o la protagonista de grandes transformaciones.  Se parte del cambio ¡Te esperamos!  Esta oferta laboral se rige bajo la Ley N° 21.015, que incentiva la inclusión de personas con discapacidad al mundo laboral.  Requisitos  Enseñanza Media CompletaMayor de 18 añosExperiencia en Seguridad  Condiciones Oferta  Descripción proceso de selección:  El proceso de selección se realiza a través de AIRA plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.  Para Postular Solo Necesitas   Postular a la oferta Revisar tu email Ingresar a AIRA y contestar las preguntas y/o pruebas solicitadas  Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por correo (a través de AIRA) para coordinar una entrevista con nuestro equipo de Atracción de Talento.",False
AI Engineer - Mid Level,Lumenalta (formerly Clevertech),Chile,"Experience Remote done Right. With over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, and provide exceptional opportunities for career growth while working with stellar clients on ambitious projects. About the Role:As an AI Engineer at Lumenalta, you will be responsible for designing, developing, and deploying AI solutions that leverage large language models (LLMs) and retrieval-augmented generation (RAG) pipelines. You will work closely with our research and development team to test and compare different LLMs, such as OpenAI, Llama, and Claude, and address associated challenges like speed and cost optimization. Responsibilities:Design and implement RAG pipelines to enhance information retrieval and generation tasks.Develop a deep understanding of the differences between prompting and training LLMs and apply this knowledge to optimize model performance.Test and evaluate various LLMs (e.g., OpenAI, Llama, Claude) to identify the best fit for specific use cases.Analyze and address issues related to model speed, performance, and cost-effectiveness.Collaborate with cross-functional teams to integrate AI solutions into production environments.Stay up-to-date with the latest advancements in AI and machine learning to improve our solutions continuously. Requirements:4+ years of professional hands-on development experience using Python, especially machine learning frameworks and libraries (e.g., TensorFlow, PyTorch).Proven experience in setting up and optimizing RAG pipelines.Strong understanding of prompting vs. training for large language models.Hands-on experience with testing and comparing different LLMs (OpenAI, Llama, Claude, etc.).Familiarity with the challenges of model speed and cost optimization.ProficiencyExcellent problem-solving skills and attention to detail.Strong communication and teamwork skills. Straight from the DevsWatch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist Why Lumenalta is an amazing place to work atAt Lumenalta, you can expect that you will:Be 100% dedicated to one project at a time so that you can innovate and grow.Be a part of a team of talented and friendly senior-level developers.Work on projects that allow you to use leading tech. The result? We produce meaningful outcomes for our clients that break barriers in their industries. The job is 100% Remote; please ensure you have a comfortable office set at your desired work location. Lumenalta is committed to hiring exceptional talent from a wide variety of diverse backgrounds. If you share our values and enthusiasm for digital transformation, we encourage you to apply",True
"Sr & Mid FullStack Engineer (Java, Spring Boot, React) (4400 USD/Mes) [Remote]",Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Job Title: Mid-Level & Sr Full Stack Engineer (Java, Spring Boot, React)  Location: Remote  Position Overview:  We are in pursuit of a proficient Sr. and Mid-Level Full Stack Engineer adept in Java, Spring Boot, and React. If you have foundational experience with AWS, Kubernetes, Terraform, or analogous IaC technologies, coupled with a grasp of contemporary web application designs, you may be a good fit. In this role, you’ll play a pivotal part in developing top-tier software solutions while collaborating with engineering, devops, product, and sales teams.  Key Responsibilities:  Contribute to and collaborate with a development team, promoting teamwork, perpetual learning, and shared knowledge. Develop and fine-tune applications using Java, Spring Boot, React, and the latest tech stack. Enhance and assist in architecting data solutions using MSSQL and DynamoDB. Engage with product managers, UX/UI designers, and other key players to comprehend product needs and convert them into technological solutions. Aid in making architectural choices in line with our best practices and the prevailing industry benchmarks. Enhance applications for optimal performance, robust security, and scalability. Assist in creating and upkeeping CI/CD processes and automated test suites. Address technical challenges and offer support to the development ensemble.   Qualifications:  A Bachelor’s degree in Computer Science, a related field, or equivalent hands-on experience. 2-6 years of professional experience in software development, majorly concentrating on web and/or mobile applications. Proficiency in Java, Spring Boot, and React, underpinned by a good knowledge of present-day web app structures. Exposure to AWS, Terraform, or like-minded cloud platforms. Skill in architecting and launching RESTful APIs, microservices, and large-scale systems. Acquaintance with Agile principles and a history of functioning in a swift, product-centric setting. Stellar problem-solving capabilities and communication finesse.   Nice to Have:  Prior work in the clinical trials, healthcare, or pharmaceutical sector. An understanding of Docker, Kubernetes, and container-centric tools. Experience working in a fully CI/CD development environmentBasic knowledge of AI/ML technologies, including model creation and LLMs.   Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  6961-5-20102024  ",True
Operario de Bodega /Falabella Logística Turno Noche 5x2 Rotativo /CD Cerrillos,Falabella,"Cerrillos, Santiago Metropolitan Region, Chile","Descripción Empresa  Somos Falabella Retail  Nos gusta innovar, trabajamos desde donde queremos estar, respetamos y valoramos la diversidad, incluimos a todas las personas y derribamos barreras porque acá las diferencias suman.  Disfrutamos y lo pasamos bien trabajando en equipo, aceptando las diferencias por nuestra identidad de género, orientación sexual, creencias religiosas, discapacidad, edad o nacionalidad, compartimos experiencias entre negocios, vibramos con los desafíos del mundo físico y digital.  Somos más de 100 mil personas en 9 países distintos que cada día trabajamos como un equipo por simplificar y disfrutar más la vida.  Misión Del Cargo  Recepción, almacenamiento y despacho de mercadería. Garantizando el adecuado procesamiento de los productos en el centro de distribución  Funciones Del Cargo   Realizar la recepción de productos de CD´s y proveedores Inspeccionar el estado de los bultos recepcionados y que coincidan con las guías de despacho. Realizar el ingreso de información de cantidad de bultos recepcionados en Sistema Riegel. Realizar los procesos de guardado de mercadería zona de almacenamientos. Realizar los procesos de picking de mercadería en zonas de almacenamiento. Realizar la preparación de pedidos en pallets o empaque en zonas de consolidación y packing. Realizar la carga de mercadería del transporte destinado al sistema mediante radiofrecuencia. Realizar carga de camión en cortinas de despacho. Realizar cuadratura de stocks en ubicaciones de almacenamiento. Realizar funciones de mantenimiento, orden, aseo y seguridad.  Requisitos  Ser Mayor de 18 añosEnseñanza Media Completa  Condiciones Oferta  Descripción proceso de selección:  Súmate a nuestro equipo y se parte de la transformación de Falabella:   Postula a la oferta. Revisa tu email.",False
Sr Back End Developer (Node.js/PHP) (3200 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Sr Back End Developer (Node.js/PHP)  Our Client  BIMM is a Toronto-based agency that lives at the intersection of data, technology, and creativity to provide clients with high-performing campaigns and digital products that shape connected customer experiences. We’ve helped our clients implement fully integrated CRM customer journeys, built robust digital experiences, and created national loyalty programs with decades of experience in sectors of automotive, financial, telco and retail. Wearecreative realists, which means our ideas and solutions are grounded in the realities of our clients’ business. We believe big ideas are nothing without big results (and flawless execution); high-performing agencies deliver high-performing campaigns, products, and experiences; and the best solutions happen when we collaborate with clients as partners. Our Technology department is a 30+ person distributed team of Developers, QA, and Architects delivering amazing digital products on a leading-edge technology stack.  They recently ranked on the 2023 Financial Times “500 Fastest Growing Companies in the Americas” list.  Find out more about our work, capabilities and culture at www.bimm.com.  Why our client is hiring for this position/mission   Project in which they are redoing the client's engineering, digitizing and modernizing the infrastructure focused on mobile.  Description  Developing high-performance applications by writing testable, reusable, and efficient code Developing and maintaining all server-side network componentsEnsuring optimal performance of the backend services and responsiveness to front-end requests Close collaboration with front-end developers and architects on the integration of elements Implementing effective security protocols, data protection measures, and storage solutions Running diagnostic tests, repairing defects, and providing technical supportDocumenting Node.js processes, including database schemas, as well as preparing reportsRecommending and mplementing improvements to processes and technologiesKeeping informed of advancements in the field of Node.js development  Requirements  Experience and application of best practices and writing Clean Code. At least 5+years experience working with Node.js and scrypt languages like PHP, Javascript. Experience with DevOps technologies with a focus on Node.JS, and kubernetes. Must have previous experience with GraphQL and Federated GraphQL (Apollo). Extensive knowledge of web stacks, libraries, and frameworks. Comfortablein the commandline (e.g. Linux, Windows, or Mac). Able to build a prototype and be able to take it to production (kind of mindset. Experience from at least one large scale project.   Nice to have  Experience with ecommerce platforms, e.g. Shopify Plus, Commerce Cloud,GCP or AWS experience.   Recruitment Process  Tech assessment  Panel Interview  Cultural Interview  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  7626-20102024  ",True
Senior Software Engineer (Python + TypeScript) (4333 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Our Client  Our client constructs and operates next-gen carbon-negative data centers focused on Bitcoin mining and AI High-Performance Computing (HPC) workloads, highlighting their commitment to innovation and environmental sustainability.  Why our client is hiring for this position/mission  The client is hiring for this position to meet an ongoing demand within their team, ensuring long-term stability and growth. They require a candidate with strong communication skills to effectively collaborate with developers, project managers, and product owners. This addition is crucial for managing the current workload and delivering projects successfully.  Team  You will be part of a small team of ~5 people, and will be reporting to the Manager.  Requirements  3+ years of software engineering experience with a strong foundation in Python and Django.  BS or higher degree in Computer Science or a related field, or equivalent experience.  Proficiency in TypeScript, Python, and JavaScript (React, Vue.js) with hands-on experience in UI libraries like Element Plus and Tailwind.  Experience with cloud-based services and infrastructure such as AWS, and familiarity with CI/CD pipelines and DevOps practices.  Strong understanding of web applications, including REST APIs, and the ability to fully implement designs from concept to code.  Experience with agile development methodologies and mono-repo development, including code sharing with Git.  Experience with testing frameworks for both unit and end-to-end testing, ensuring robust and maintainable code.  Familiarity with blockchain technology and the mining industry, or a keen interest in these areas.  Knowledge of database systems (SQL, NoSQL) and foundational expertise in HTML, CSS, TypeScript, and JavaScript.  Ability to work independently and remotely in small teams, demonstrating a can-do attitude and the ability to quickly learn and adapt to new technologies.  Timezone  Our client works in MST. They are expecting someone that works with 6h of overlap.  Recruitment Process  1 - Pre-Screening (15-30 mins): Introductory call to assess basic fit and discuss the role.  2 - Home Assignment (2.5 hours): Practical task to evaluate technical skills, with a ~3-day deadline.  3 - Final Interview (45 mins - 1 hour): Assess soft skills, technical expertise, and answer candidate’s questions.  Please notice that changes can happen. Steps could be added/skipped depending on the candidate's performance/team's availability.  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  7565-3-20102024  ",True
